"統計期","行政區別","土地面積[平方公里]","實際編組里數[里]","戶籍登記里數[里]","實際編組鄰數[鄰]","戶籍登記鄰數[鄰]","戶數[戶]","人口數/總計[人]","人口數/男[人]","人口數/女[人]","性比例[男/百女]","戶量[人/戶]","人口密度[人/平方公里]"
"88年 10月底","北投區",56.8216,40,0,854,0,77035,246556,122704,123852,99.07,3.20,4339
"88年 11月底","總計",271.7997,435,0,9967,0,878518,2639869,1309051,1330818,98.36,3.00,9713
"88年 11月底","松山區",9.2878,33,0,783,0,70619,207493,100718,106775,94.33,2.94,22340
"88年 11月底","信義區",11.2077,41,0,959,0,82678,241897,121065,120832,100.19,2.93,21583
"88年 11月底","大安區",11.3614,54,0,1072,0,109295,316874,153605,163269,94.08,2.90,27890
"88年 11月底","中山區",13.6821,40,0,904,0,78574,214586,104484,110102,94.90,2.73,15684
"88年 11月底","中正區",7.6071,31,0,632,0,58034,165388,82218,83170,98.86,2.85,21741
"88年 11月底","大同區",5.6815,26,0,629,0,42775,133457,67331,66126,101.82,3.12,23490
"88年 11月底","萬華區",8.8522,36,0,751,0,69535,207955,106164,101791,104.30,2.99,23492
"88年 11月底","文山區",31.5090,37,0,1075,0,83544,248369,123769,124600,99.33,2.97,7882
"88年 11月底","南港區",21.8424,18,0,454,0,35522,113002,57212,55790,102.55,3.18,5174
"88年 11月底","內湖區",31.5787,29,0,859,0,80061,249138,123417,125721,98.17,3.11,7889
"88年 11月底","士林區",62.3682,50,0,995,0,90805,295082,146327,148755,98.37,3.25,4731
"88年 11月底","北投區",56.8216,40,0,854,0,77076,246628,122741,123887,99.07,3.20,4340
"88年 12月底","總計",271.7997,435,0,9972,0,879156,2641312,1309434,1331878,98.31,3.00,9718
"88年 12月底","松山區",9.2878,33,0,783,0,70680,207615,100733,106882,94.25,2.94,22354
"88年 12月底","信義區",11.2077,41,0,959,0,82701,241917,121071,120846,100.19,2.93,21585
"88年 12月底","大安區",11.3614,54,0,1072,0,109341,317110,153645,163465,93.99,2.90,27911
"88年 12月底","中山區",13.6821,40,0,904,0,78550,214652,104490,110162,94.85,2.73,15689
"88年 12月底","中正區",7.6071,31,0,637,0,58038,165324,82173,83151,98.82,2.85,21733
"88年 12月底","大同區",5.6815,26,0,629,0,42841,133503,67331,66172,101.75,3.12,23498
"88年 12月底","萬華區",8.8522,36,0,751,0,69582,207943,106167,101776,104.31,2.99,23491
"88年 12月底","文山區",31.5090,37,0,1075,0,83671,248602,123828,124774,99.24,2.97,7890
"88年 12月底","南港區",21.8424,18,0,454,0,35525,113070,57242,55828,102.53,3.18,5177
"88年 12月底","內湖區",31.5787,29,0,859,0,80236,249588,123614,125974,98.13,3.11,7904
"88年 12月底","士林區",62.3682,50,0,995,0,90834,295209,146363,148846,98.33,3.25,4733
"88年 12月底","北投區",56.8216,40,0,854,0,77157,246779,122777,124002,99.01,3.20,4343
"89年 1月底","總計",271.7997,435,0,9977,0,879904,2643340,1310109,1333231,98.27,3.00,9725
"89年 1月底","松山區",9.2878,33,0,783,0,70710,207743,100745,106998,94.16,2.94,22367
"89年 1月底","信義區",11.2077,41,0,959,0,82710,241990,121038,120952,100.07,2.93,21591
"89年 1月底","大安區",11.3614,54,0,1072,0,109404,317445,153775,163670,93.95,2.90,27941
"89年 1月底","中山區",13.6821,40,0,905,0,78591,214709,104514,110195,94.84,2.73,15693
"89年 1月底","中正區",7.6071,31,0,637,0,58038,165425,82220,83205,98.82,2.85,21746
"89年 1月底","大同區",5.6815,26,0,629,0,42873,133560,67329,66231,101.66,3.12,23508
"89年 1月底","萬華區",8.8522,36,0,751,0,69591,207891,106114,101777,104.26,2.99,23485
"89年 1月底","文山區",31.5090,37,0,1079,0,83820,249013,123995,125018,99.18,2.97,7903
"89年 1月底","南港區",21.8424,18,0,454,0,35590,113122,57261,55861,102.51,3.18,5179
"89年 1月底","內湖區",31.5787,29,0,859,0,80410,250115,123843,126272,98.08,3.11,7920
"89年 1月底","士林區",62.3682,50,0,995,0,90900,295290,146392,148898,98.32,3.25,4735
"89年 1月底","北投區",56.8216,40,0,854,0,77267,247037,122883,124154,98.98,3.20,4348
"89年 2月底","總計",271.7997,435,0,9980,0,880280,2645593,1311095,1334498,98.25,3.01,9734
"89年 2月底","松山區",9.2878,33,0,783,0,70720,207878,100812,107066,94.16,2.94,22382
"89年 2月底","信義區",11.2077,41,0,959,0,82679,242064,121038,121026,100.01,2.93,21598
"89年 2月底","大安區",11.3614,54,0,1072,0,109441,317856,153991,163865,93.97,2.90,27977
"89年 2月底","中山區",13.6821,40,0,905,0,78541,214709,104442,110267,94.72,2.73,15693
"89年 2月底","中正區",7.6071,31,0,637,0,58035,165597,82381,83216,99.00,2.85,21769
"89年 2月底","大同區",5.6815,26,0,629,0,42898,133651,67358,66293,101.61,3.12,23524
"89年 2月底","萬華區",8.8522,36,0,751,0,69649,207889,106102,101787,104.24,2.98,23484
"89年 2月底","文山區",31.5090,37,0,1082,0,83935,249407,124195,125212,99.19,2.97,7915
"89年 2月底","南港區",21.8424,18,0,454,0,35642,113263,57297,55966,102.38,3.18,5185
"89年 2月底","內湖區",31.5787,29,0,859,0,80496,250454,123995,126459,98.05,3.11,7931
"89年 2月底","士林區",62.3682,50,0,995,0,90928,295472,146473,148999,98.30,3.25,4738
"89年 2月底","北投區",56.8216,40,0,854,0,77316,247353,123011,124342,98.93,3.20,4353
"89年 3月底","總計",271.7997,435,0,9980,0,881142,2646861,1311453,1335408,98.21,3.00,9738
"89年 3月底","松山區",9.2878,33,0,783,0,70760,208031,100861,107170,94.11,2.94,22398
"89年 3月底","信義區",11.2077,41,0,959,0,82716,241927,120975,120952,100.02,2.92,21586
"89年 3月底","大安區",11.3614,54,0,1072,0,109536,318166,154077,164089,93.90,2.90,28004
"89年 3月底","中山區",13.6821,40,0,905,0,78602,214879,104519,110360,94.71,2.73,15705
"89年 3月底","中正區",7.6071,31,0,637,0,58086,165655,82407,83248,98.99,2.85,21776
"89年 3月底","大同區",5.6815,26,0,629,0,42943,133629,67357,66272,101.64,3.11,23520
"89年 3月底","萬華區",8.8522,36,0,751,0,69674,207809,106027,101782,104.17,2.98,23475
"89年 3月底","文山區",31.5090,37,0,1082,0,84106,249770,124331,125439,99.12,2.97,7927
"89年 3月底","南港區",21.8424,18,0,454,0,35676,113298,57333,55965,102.44,3.18,5187
"89年 3月底","內湖區",31.5787,29,0,859,0,80696,250902,124172,126730,97.98,3.11,7945
"89年 3月底","士林區",62.3682,50,0,995,0,90955,295315,146360,148955,98.26,3.25,4735
"89年 3月底","北投區",56.8216,40,0,854,0,77392,247480,123034,124446,98.87,3.20,4355
"89年 4月底","總計",271.7997,435,0,9980,0,882106,2647085,1311359,1335726,98.18,3.00,9739
"89年 4月底","松山區",9.2878,33,0,783,0,70798,208123,100908,107215,94.12,2.94,22408
"89年 4月底","信義區",11.2077,41,0,959,0,82727,241729,120842,120887,99.96,2.92,21568
"89年 4月底","大安區",11.3614,54,0,1072,0,109521,317524,153786,163738,93.92,2.90,27948
"89年 4月底","中山區",13.6821,40,0,905,0,78656,214903,104474,110429,94.61,2.73,15707
"89年 4月底","中正區",7.6071,31,0,637,0,58049,165432,82194,83238,98.75,2.85,21747
"89年 4月底","大同區",5.6815,26,0,629,0,42986,133658,67343,66315,101.55,3.11,23525
"89年 4月底","萬華區",8.8522,36,0,751,0,69741,207712,105995,101717,104.21,2.98,23464
"89年 4月底","文山區",31.5090,37,0,1082,0,84399,250363,124608,125755,99.09,2.97,7946
"89年 4月底","南港區",21.8424,18,0,454,0,35736,113323,57394,55929,102.62,3.17,5188
"89年 4月底","內湖區",31.5787,29,0,859,0,80890,251398,124355,127043,97.88,3.11,7961
"89年 4月底","士林區",62.3682,50,0,995,0,91073,295413,146385,149028,98.23,3.24,4737
"89年 4月底","北投區",56.8216,40,0,854,0,77530,247507,123075,124432,98.91,3.19,4356
"89年 5月底","總計",271.7997,435,0,9981,0,883594,2646989,1310977,1336012,98.13,3.00,9739
"89年 5月底","松山區",9.2878,33,0,783,0,70897,208093,100860,107233,94.06,2.94,22405
"89年 5月底","信義區",11.2077,41,0,959,0,82825,241542,120680,120862,99.85,2.92,21551
"89年 5月底","大安區",11.3614,54,0,1072,0,109627,317650,153812,163838,93.88,2.90,27959
"89年 5月底","中山區",13.6821,40,0,905,0,78765,214873,104391,110482,94.49,2.73,15705
"89年 5月底","中正區",7.6071,31,0,637,0,58047,165027,81973,83054,98.70,2.84,21694
"89年 5月底","大同區",5.6815,26,0,629,0,43026,133535,67284,66251,101.56,3.10,23503
"89年 5月底","萬華區",8.8522,36,0,751,0,69851,207447,105811,101636,104.11,2.97,23435
"89年 5月底","文山區",31.5090,37,0,1082,0,84684,250923,124874,126049,99.07,2.96,7964
"89年 5月底","南港區",21.8424,18,0,454,0,35841,113488,57462,56026,102.56,3.17,5196
"89年 5月底","內湖區",31.5787,29,0,860,0,81201,251721,124530,127191,97.91,3.10,7971
"89年 5月底","士林區",62.3682,50,0,995,0,91161,295228,146261,148967,98.18,3.24,4734
"89年 5月底","北投區",56.8216,40,0,854,0,77669,247462,123039,124423,98.89,3.19,4355
"89年 6月底","總計",271.7997,435,0,9983,0,885272,2646753,1310510,1336243,98.07,2.99,9738
"89年 6月底","松山區",9.2878,33,0,783,0,71003,207982,100786,107196,94.02,2.93,22393
"89年 6月底","信義區",11.2077,41,0,960,0,82899,241259,120542,120717,99.86,2.91,21526
"89年 6月底","大安區",11.3614,54,0,1072,0,109742,317535,153687,163848,93.80,2.89,27949
"89年 6月底","中山區",13.6821,40,0,905,0,78840,214651,104210,110441,94.36,2.72,15688
"89年 6月底","中正區",7.6071,31,0,637,0,58080,164751,81771,82980,98.54,2.84,21658
"89年 6月底","大同區",5.6815,26,0,629,0,43151,133550,67259,66291,101.46,3.09,23506
"89年 6月底","萬華區",8.8522,36,0,751,0,69956,207326,105765,101561,104.14,2.96,23421
"89年 6月底","文山區",31.5090,37,0,1083,0,84973,251497,125119,126378,99.00,2.96,7982
"89年 6月底","南港區",21.8424,18,0,454,0,36013,113776,57603,56173,102.55,3.16,5209
"89年 6月底","內湖區",31.5787,29,0,860,0,81515,252141,124671,127470,97.80,3.09,7985
"89年 6月底","士林區",62.3682,50,0,995,0,91242,294817,146084,148733,98.22,3.23,4727
"89年 6月底","北投區",56.8216,40,0,854,0,77858,247468,123013,124455,98.84,3.18,4355
"89年 7月底","總計",271.7997,435,0,9983,0,886436,2647614,1310761,1336853,98.05,2.99,9741
"89年 7月底","松山區",9.2878,33,0,783,0,71003,207864,100732,107132,94.03,2.93,22380
"89年 7月底","信義區",11.2077,41,0,960,0,82937,241136,120493,120643,99.88,2.91,21515
"89年 7月底","大安區",11.3614,54,0,1072,0,109905,317721,153704,164017,93.71,2.89,27965
"89年 7月底","中山區",13.6821,40,0,905,0,78929,214715,104247,110468,94.37,2.72,15693
"89年 7月底","中正區",7.6071,31,0,637,0,58058,164463,81621,82842,98.53,2.83,21620
"89年 7月底","大同區",5.6815,26,0,629,0,43173,133476,67194,66282,101.38,3.09,23493
"89年 7月底","萬華區",8.8522,36,0,751,0,70063,207359,105807,101552,104.19,2.96,23425
"89年 7月底","文山區",31.5090,37,0,1083,0,85176,251868,125251,126617,98.92,2.96,7994
"89年 7月底","南港區",21.8424,18,0,454,0,36125,113922,57648,56274,102.44,3.15,5216
"89年 7月底","內湖區",31.5787,29,0,860,0,81687,252563,124828,127735,97.72,3.09,7998
"89年 7月底","士林區",62.3682,50,0,995,0,91310,294760,146111,148649,98.29,3.23,4726
"89年 7月底","北投區",56.8216,40,0,854,0,78070,247767,123125,124642,98.78,3.17,4360
"89年 8月底","總計",271.7997,435,0,9983,0,887221,2646187,1310014,1336173,98.04,2.98,9736
"89年 8月底","松山區",9.2878,33,0,783,0,71003,207575,100556,107019,93.96,2.92,22349
"89年 8月底","信義區",11.2077,41,0,960,0,82945,240914,120395,120519,99.90,2.90,21495
"89年 8月底","大安區",11.3614,54,0,1072,0,109918,317353,153480,163873,93.66,2.89,27933
"89年 8月底","中山區",13.6821,40,0,905,0,79071,214700,104164,110536,94.24,2.72,15692
"89年 8月底","中正區",7.6071,31,0,637,0,58043,164106,81432,82674,98.50,2.83,21573
"89年 8月底","大同區",5.6815,26,0,629,0,43177,133255,67081,66174,101.37,3.09,23454
"89年 8月底","萬華區",8.8522,36,0,751,0,70141,207295,105792,101503,104.23,2.96,23417
"89年 8月底","文山區",31.5090,37,0,1083,0,85310,251978,125330,126648,98.96,2.95,7997
"89年 8月底","南港區",21.8424,18,0,454,0,36193,114029,57694,56335,102.41,3.15,5221
"89年 8月底","內湖區",31.5787,29,0,860,0,81847,252660,124955,127705,97.85,3.09,8001
"89年 8月底","士林區",62.3682,50,0,995,0,91375,294438,145945,148493,98.28,3.22,4721
"89年 8月底","北投區",56.8216,40,0,854,0,78198,247884,123190,124694,98.79,3.17,4362
"89年 9月底","總計",271.7997,435,0,9983,0,888225,2645314,1309525,1335789,98.03,2.98,9733
"89年 9月底","松山區",9.2878,33,0,783,0,71012,207415,100501,106914,94.00,2.92,22332
"89年 9月底","信義區",11.2077,41,0,960,0,82987,240690,120280,120410,99.89,2.90,21475
"89年 9月底","大安區",11.3614,54,0,1072,0,109994,317075,153344,163731,93.66,2.88,27908
"89年 9月底","中山區",13.6821,40,0,905,0,79267,214843,104246,110597,94.26,2.71,15702
"89年 9月底","中正區",7.6071,31,0,637,0,58028,163623,81193,82430,98.50,2.82,21509
"89年 9月底","大同區",5.6815,26,0,629,0,43100,132922,66893,66029,101.31,3.08,23396
"89年 9月底","萬華區",8.8522,36,0,751,0,70221,207177,105786,101391,104.33,2.95,23404
"89年 9月底","文山區",31.5090,37,0,1083,0,85514,252178,125353,126825,98.84,2.95,8003
"89年 9月底","南港區",21.8424,18,0,454,0,36227,113966,57646,56320,102.35,3.15,5218
"89年 9月底","內湖區",31.5787,29,0,860,0,82011,252987,125077,127910,97.79,3.08,8011
"89年 9月底","士林區",62.3682,50,0,995,0,91484,294354,145913,148441,98.30,3.22,4720
"89年 9月底","北投區",56.8216,40,0,854,0,78380,248084,123293,124791,98.80,3.17,4366
"89年 10月底","總計",271.7997,435,0,9983,0,888827,2645456,1309453,1336003,98.01,2.98,9733
"89年 10月底","松山區",9.2878,33,0,783,0,71045,207339,100423,106916,93.93,2.92,22324
